row_idx,AUC_P_Cell_death,AUC_P_Hepatocyte_injury,AUC_P_Inflammation
1359,28798.078708702284,28637.179409437522,29396.94131249603
1361,28798.23875599187,28616.464242465765,29396.94131410087
1362,28798.238755991857,28616.464242465747,29396.941314098294
1363,28798.238755991864,28616.464242465772,29396.94131410487
1364,28831.435881615893,28675.41639127554,29396.941313860887
1365,28831.43588174419,24824.264646325995,29396.94131392215
1366,28828.59068017576,24824.22397365783,29396.9413135193
1367,25920.01893520297,24822.131134323296,29396.94131270417
1368,25920.018937956906,24822.131136183107,29396.941312675393
1369,25920.018938025078,24822.13113789764,29396.941312728322
1370,25920.01893918836,24822.131141838014,29396.94131270951
1371,25920.018939804093,24822.131140113517,29396.941312790594
1372,25717.885464528244,24814.625986896157,29359.899990962887
1373,25717.885463685026,24814.625987303934,29359.899990930255
1375,25718.32041880142,24804.349839082184,29359.89999167242
1376,25612.72588600739,24800.530686502636,29338.121527853764
1374,25718.320420555654,24815.200228563637,29359.899991397047
1377,25288.096769214444,24787.31042986138,29244.452350004427
1378,25288.096773438832,24787.310429709363,29191.275295345724
1379,25288.096771087377,24787.31042810348,29191.275295334883
1381,25277.92490159592,24781.805518803518,29191.275294748673
1380,25277.92489719487,24781.805517877787,29191.27529470945
1383,25277.924899166024,24693.05867933383,29191.27529439363
1382,25277.924898623867,24781.80551707541,29191.27529474334
1385,25673.370340457157,24711.071252731766,29304.262302533476
1384,25673.370344957497,24711.071255116687,29304.26230337545
1386,25673.370342176684,24711.07125421996,29304.262302515577
1388,25673.370340878682,24711.071253926093,29304.26230253157
1387,25673.37034165675,24711.07125307293,29304.26230251432
1389,25673.3703427171,21131.41455874402,29304.262302693063
1390,25673.37034152628,21131.4144299584,29304.26230247417
1391,25673.370339824967,21080.385255958303,29304.262302780146
1392,25673.370341711314,22480.04921108483,29304.262302560393
1394,25419.15678210023,22469.207189202345,29241.913691689162
1395,25419.156784070638,22469.207188967186,29241.913692224534
1393,25673.310319033284,22480.00572559084,29304.262302540177
1396,25419.15678157477,22474.340314144054,29241.91369196275
1397,25264.152541575007,22474.29486788578,29241.913692022186
1398,25264.152542650423,22474.29484397148,29424.667416713386
1400,25264.15254551924,22548.851530370317,29424.66741640548
1399,25264.152542650423,22474.29484397148,29424.667416713386
1404,25261.137921021465,27994.511485972762,29424.667416736636
1401,25264.1525419674,22548.851530609565,29424.667416424425
1403,25261.13791508227,22548.511352072892,29424.66741609681
1402,25261.137915516738,22548.511348440054,29424.667416059034
1405,28255.296622575115,28021.782177397297,29424.667416826225
1407,28195.30989447688,28021.73359763194,29424.667417214165
1408,28195.309891609475,28040.09046869196,29424.667416958953
1406,28195.309894480815,28021.73359762622,29424.66741718974
1410,28195.30989183544,28044.48181967475,29424.66741689309
1412,28195.30989318219,28044.481817713415,29424.66741699326
1409,28195.309891833713,28044.48181966622,29424.66741689929
1411,28195.309891309436,28044.481817543052,29424.667416961296
1416,28624.153836649806,22293.40515734968,29392.305372415434
1413,28194.376251265727,28044.481750652587,29424.667416974666
1415,28194.08818559075,28044.417475979775,29424.667416979682
1414,28194.376251265887,28044.481750652656,29424.667416988035
1418,28624.151311718873,22293.403887411576,29392.30537241817
1417,28624.153839387778,22293.405137182817,29392.30537241818
1419,28624.151311718862,22293.403882108374,29392.30537241816
1420,28624.151312105325,22293.403810211792,29392.305372411327
1421,28624.15131163833,22309.601597302462,29392.305372433453
1422,28603.943218285876,22307.302473601518,29383.44118905173
1423,28603.943218285884,22307.30237998499,29383.441189051762
1424,28603.943220604284,22307.302431925225,29383.441189054254
1426,28603.943220799105,28517.164043495617,29383.441189676516
1425,28603.94322079914,28517.164043495755,29383.44118967648
1427,28603.943220957488,28348.278778925836,29383.441189278652
1428,28603.943220957488,28348.278778925836,29383.441189278652
1429,28616.406269766536,28348.279966673814,29383.441189284073
1430,28616.40627302544,28510.27902351967,29383.44118987795
1431,29066.75487710401,28563.371205866282,29383.441189992995
1432,29066.75487710409,28563.371205866075,29383.441189993056
1435,29066.741218618074,28563.360905467438,29383.44118997766
1434,29066.741218617964,28563.360905470945,29383.441189992947
1433,29066.754877104424,28563.371205866963,29383.441189993217
1436,29066.74121861806,28563.360905482536,29383.44119000801
1438,29078.029479927583,28619.929767885442,29383.441189684178
1439,29078.121814932434,28620.027358817402,29383.441189781905
1440,29083.752887701678,28620.037279446715,29383.441189435187
1437,29078.029479833625,28574.067514371483,29383.441189475147
1441,29083.75288761199,28546.707801216176,29383.441188958255
1443,28366.17950902483,28546.092152317404,29383.44118900739
1444,28425.36551429391,28550.635394216355,29406.154748967638
1442,28366.179508874047,28546.092150262662,29383.4411891524
1445,28425.36551374769,28604.00960691039,29406.15474975759
1446,28425.36551374767,28604.009606910375,29406.15474979575
1448,28425.374780354352,28860.329962072985,29406.154749649948
1447,28425.374787650195,28604.009898720706,29406.154749672925
1449,28425.374779297206,28860.329961852847,29604.12674337858
1451,28425.37477935208,28860.329961854783,29604.12674341311
1452,28379.783998973835,28858.629841189013,29585.12269774679
1450,28425.37477935253,28860.329961854797,29604.126743405934
1453,28379.78399897383,28858.629841189013,29585.122697746814
1454,28379.783999073446,28858.629840652007,29573.13500430621
1455,28379.784007802373,28858.629837537785,29573.135004330918
1457,28379.766927258883,28858.629301037687,29573.135004304502
1456,28379.766927257748,28858.629301037672,29573.135004341297
1458,28379.654476288648,28858.629295457333,29573.135004358788
1459,28379.654475421357,28858.629294213522,29573.13500436585
1461,28379.65447574589,28858.629294059712,29573.135004330426
1460,28379.654476196454,28858.62929374631,29573.13500431784
1462,28379.654475701886,28858.629294059767,29573.13500434167
1463,28379.654476288764,28858.629295457315,29573.13500430862
1464,28379.67249267925,28858.634295949974,29573.135004494572
1465,28379.672492631176,28966.855741686057,29573.13500456677
1466,28379.67249262145,28971.7595677212,29573.135004491123
1467,28379.672492931848,28971.759565697423,29573.13500452086
1468,28319.80317652542,28971.002333160322,29545.88595627751
1469,28319.803176387155,28982.382792124932,29545.885956326947
1470,28319.803176398542,29011.35055117443,29545.885956243503
1471,28319.803176362657,29023.401324059385,29545.885956037226
1472,28237.82832976601,29021.230854824254,29506.922219745862
1473,28236.17962004259,29021.228819010936,29506.922219947817
1475,27475.27816679449,27428.657623800333,29260.7404662161
1476,27475.278166779197,27428.657623797873,29260.740466218318
1477,27475.27816681228,27405.044568023408,29260.740465647505
1474,28236.179620025432,29021.22881901089,29506.922219954195
1478,27475.278166725948,27444.888401697008,29260.74046543031
1479,27475.278165879594,27349.139049966776,29260.74046558766
1480,27476.274961190786,27349.685668486767,29260.74046545847
1481,27471.42654933406,27349.68497065422,29260.740465466995
1482,27471.42653502173,27125.305855355957,29260.740466102427
1483,27471.42653489504,27125.305856015017,29309.73107969264
1484,27471.42654550047,27125.305859929336,29309.73107980039
1485,27471.426535121736,26881.168902070447,29309.731080629565
1486,27471.426529305747,26881.16890111194,29309.73107958721
1487,27471.426526565803,26881.168900723944,29309.73107953454
1488,27549.362344093308,26881.181585238126,29309.73108087056
1489,27231.2281413389,26856.026535071593,29156.358344617238
1490,27231.888287598325,26856.034073016206,29156.35834461873
1491,27231.88829255821,26856.03407905523,29156.358344546323
1492,27478.79329181622,26874.74070722645,29279.443550999444
1493,28905.626330757186,26875.60530369856,29279.443551576143
1494,28905.626330823332,26875.605306648205,29279.44355147709
1495,28905.62633082281,26875.60529791344,29279.443551490236
1496,28905.626330842006,26875.605300605428,29279.44355137772
1497,29148.100399294195,26923.88162869756,29279.443552053104
1498,29172.005814972836,26929.839641626422,29311.53819984312
1499,29172.005814972836,26929.839641626422,29311.53819984312
1500,29178.068239623655,26929.848395904755,29311.538198882645
1501,29178.068239617627,26929.848395837616,29311.53819888476
1502,29182.54193152093,26929.867618071872,29311.538200379346
1503,29182.419096307156,26929.77326928656,29311.53819978946
1504,29182.419096307156,26929.77326928656,29311.53819978946
1505,29182.419096307312,26929.773302873473,29311.53819980591
1506,29182.419096296217,27224.130806595094,29311.538198834867
1507,29182.419096308404,27946.309678986294,29311.53819916616
1509,29182.41909568829,27946.309692064187,29487.027197540785
1508,29182.41909630847,27946.309678986705,29311.538199166105
1510,29182.41909568812,27946.309695097298,29487.027197529176
1511,29182.41909586648,27946.30969228124,29487.027197414187
1513,29182.419095866226,27954.879474190293,29487.027197420386
1512,29182.41909586629,27954.87947428889,29487.027197419397
1514,29220.621040977698,27963.83994746527,29547.85320008913
1515,29220.621043193405,29044.858666981323,29547.85320031306
1516,29220.609266489584,29044.858447369763,29547.853200298356
1517,29220.6092664831,29045.688812785917,29547.85320031053
1519,29220.71532160849,29045.691628766283,29547.853200327358
1518,29220.609266482916,29045.688812772263,29547.85320030722
1520,29220.715321683867,29045.69162982513,29547.853200211925
1521,29220.715321683914,29045.691629825178,29547.853200201662
1522,29228.904330048084,29049.388815835242,29547.853200325782
1523,29228.904330048084,29049.388815834503,29547.853200321377
1525,29228.904329068842,28898.2199077593,29547.853200199665
1524,29228.904329036886,28900.592655813463,29547.853200193524
1526,29228.904329133613,28976.258977217334,29547.85320025257
1527,29247.69040978118,28980.54628388649,29577.240763353664
1530,29247.69041036297,28980.54628382461,29577.240763348407
1529,29247.69040983245,28980.546283820087,29577.240763335343
1528,29247.69040978118,28980.54628388649,29577.240763353664
1532,29247.69041036294,28980.546283824573,29577.24076339663
1533,29247.6128790718,28980.47000634562,29577.240763242196
1531,29247.69041036292,28980.54628382463,29577.240763346024
1534,18919.303579488664,27276.94449579166,29413.7890403154
1535,18919.303579488664,27276.94449579166,29413.7890403154
1537,18919.303579746826,27276.944502532817,29413.789039941956
1536,18919.30358624599,27276.944494634117,29413.789039944637
1538,18919.188066960523,27276.878483705583,29413.78903993578
1539,21033.55000690479,27285.39043525081,29476.949941058512
1540,21033.55001975548,27363.141499250916,29476.949941063733
1541,21033.550049275276,27363.141509006542,29476.94994102517
1542,22420.764471942442,27366.27089847823,29511.63985857059
1543,22420.764568422594,27366.270899317045,29511.639858743558
1544,22505.621535190694,27366.27096885358,29511.63985875856
1545,22506.551331039554,27366.332562581683,29511.63985875081
1546,22506.551272095152,27366.3325614599,29511.639858724935
1547,22506.55123780008,27366.332550692012,29511.63985868683
1548,22506.55135641358,27343.0908846562,29511.639858218303
1549,22506.551301015446,27343.090884671434,29511.639858228755
1550,22506.55121793899,27321.467519418304,29511.63985818127
1551,22506.551290711184,27321.46752016971,29511.63985842011
1554,28612.527571838807,27322.130475976533,29511.639858137933
1553,22506.551303395743,27321.467519204358,29511.639858413146
1552,22506.551315571174,27321.467520541708,29511.639858418355
1556,28612.57724392676,27322.147401635615,29511.639858254057
1555,28612.577241639552,27322.147409461897,29511.63985815384
1558,28618.179369164667,27322.156986626236,29511.639857671908
1557,28618.179369107136,27322.156987679748,29511.63985772418
1559,28618.179368930407,27322.156988042094,29511.639857727998
1560,28618.09817658797,27322.116991328825,29511.639857679496
1561,28615.894924411434,27322.11531592791,29511.639858245282
1562,28615.894924748958,27322.11529215763,29511.639858258175
1563,29062.01259224749,27341.05802003457,29511.639857982835
1565,29072.873072292314,27370.05477260475,29511.63985834951
1564,29072.87307238063,27358.297584596807,29511.639858226896
1566,29072.87306948376,27462.778140918694,29511.63985829171
1567,29072.87306943593,28952.28464649807,29511.63985824614
1568,29072.873071419788,28899.983966104184,29511.639858105504
1569,29085.609908326674,28902.04943265048,29524.936473472993
1570,29085.609908326718,28902.049432650492,29524.9364734396
1571,29085.609910093637,28902.049435335255,29524.936473341008
1572,29085.60991144633,28902.049435306362,29524.93647334081
1573,29085.609911243024,28870.777472045076,29524.93647351303
1574,29085.60991041384,28870.77747327419,29542.95570498217
1575,29085.609911319934,28870.77747233829,28383.919765038503
1577,29052.294407394,28866.52414375004,28301.836982633173
1576,29052.366530012572,28866.525651928932,28301.836982627807
1578,29083.523457100346,28870.555144194142,28378.584382290326
1579,29083.523456845272,28880.687817124883,28378.584382253553
1581,29083.523456352268,28484.27191470666,28378.584383826965
1580,29083.523456126386,27182.814556691847,28378.58438250336
1582,29083.52345664474,28484.271914680772,28378.584383866488
1583,29078.99969992989,28484.263458509675,28378.58438379434
1585,29079.065413940378,28484.423934227743,28378.584383862486
1584,29078.9996999293,28484.263458509664,28378.584383794103
1587,29079.065413600285,28484.42393440071,28378.584383981804
1586,29079.065413600612,28484.423934384136,28378.584383850328
1588,29079.065413600285,28484.42393440071,28378.584383981804
1589,29079.065411362564,28452.138864513985,28378.584383968024
1590,29079.065412112737,28435.179191287625,28378.584383948142
1591,29079.065412113265,28435.179191287556,28378.584383948124
1593,25733.149545233453,25928.09018815546,29368.665071201714
1592,29079.065411579475,28435.179191398616,28378.58438396414
1594,25733.14954193317,25928.09018059123,29368.665071237592
1595,25895.61204792354,25929.901925768052,29388.943041318627
1596,25895.61204739925,22570.170355289923,29388.943041027444
1597,25895.612049034113,22570.170363881014,29388.943040933267
1599,25895.612029428674,22570.17034339805,29388.943041053193
1598,25895.612014382572,22570.170357302566,29388.943040925362
1600,25895.61202744716,22570.17036106412,29388.94304095369
1601,25896.16070905025,22570.628132435802,29388.943041007187
1602,25896.160717925348,22570.628083417327,29388.94304104954
1603,25896.160714010708,22570.628044948076,29388.943041003084
1605,25691.623488985373,22568.071050481227,29360.398624122507
1604,25691.62347720856,22568.07110362353,29360.398624108944
1607,25691.62347745076,22963.29167025712,29360.3986231444
1606,25691.623476841254,22568.071123047877,29360.398624118807
1608,25691.62347745076,22963.29167025712,29360.3986231444
1609,25691.623475383778,22932.90436608444,29360.398623396875
1611,25691.623483607233,22962.056452227385,29360.3986234363
1610,25691.623480984257,22962.056444205984,29360.398623446592
1612,25585.76462691803,22958.846385061886,29344.989685088156
1613,25619.428851559882,22958.884105612833,29344.989685244094
1614,25619.428826604068,22994.69432110679,29344.98968547828
1615,25227.920158927576,22987.250111736485,29291.87190853456
1616,25227.920161922906,22987.25011305169,29241.683665095923
1617,25229.972678759663,22987.53388610291,29241.683666087392
1619,25226.150615706032,27137.165808906422,29241.683665847268
1618,25226.15051570228,22987.083426482663,29241.683666015088
1620,25226.15064987071,27137.16580784651,29241.68366477156
1622,25385.600149211306,27169.792144593393,29241.68366599665
1623,28758.13170699068,27172.677300294068,29241.68366510806
1621,25385.600145903256,27169.79214437335,29241.68366590698
1624,28758.131706992615,27172.677301943637,29241.683665110217
1626,28798.822984307568,28088.898389444912,29302.019314819005
1627,28798.822984307502,28088.89838949528,29302.019314818914
1625,28758.131706945536,28081.488318527016,29241.683666520177
1628,28798.822984237315,28748.082117799117,29302.019314885656
1631,29108.72951942552,28773.79568166946,29302.019314788282
1630,28798.82298423429,28750.44283617625,29302.01931489816
1629,28798.822984234306,28750.44283617635,29302.01931488207
1632,29108.7295194256,28773.79568166851,29302.019314816098
1634,29108.520267899097,28773.45719597634,29302.019314863282
1633,29108.729519425593,28773.795681673073,29302.019314809855
1635,29084.4946681601,28773.376160964886,29302.01931502596
1636,29084.494660874847,28773.376160914413,29517.258984188138
1638,29069.74903413347,28607.04583542756,29517.258984028587
1637,29084.4946667228,28607.062056524606,29517.25898423772
1639,29069.74903413352,28607.04583542426,29517.258983996915
1640,29069.749033687047,28599.698656000844,29517.25898399712
1641,29069.749033687043,28599.698656000844,29517.25898399712
1642,29069.43787751453,28599.698613651995,29517.258983982327
1643,29069.420752247806,28599.69837853557,29517.25898394986
1644,29069.420752247468,28599.698378535388,29517.258983994663
1646,29069.42075132468,28661.448497762703,29517.258984057044
1647,29069.420751324687,28661.448497762703,29517.258984059823
1645,29069.420752246213,28599.69837844849,29517.2589839857
1648,29069.420754470353,28550.33426529258,29517.25898403018
1649,29069.420754553703,28550.33426408704,29517.25898404264
1651,29069.42245042677,28550.338856385428,29517.258983835403
1650,29069.420750723024,28550.33426370233,29517.258983786516
1653,29076.8657934101,28104.100144838918,29510.495125575402
1652,29076.865793410107,28104.100144839253,29510.495125560774
1655,29062.78840078759,28093.74147962072,29510.495124686367
1654,29076.865793968518,28104.10014539218,29510.49512558218
1656,29062.788400817597,27016.779627824453,29510.495126415233
1658,29017.66623140291,25650.6884566043,29464.619038169112
1657,29062.7884007895,25656.398085518318,29510.49512642266
1660,29017.666231402203,25650.688439208676,29464.61903820126
1659,29017.666231402265,25650.688457306027,29464.619038203182
1661,28922.06074434924,25640.340409876517,29350.4436666938
1664,27969.09410822908,25600.157162644187,29350.44366797553
1662,28922.060744407023,25561.13352583609,29350.443667310945
1663,28922.06074452525,25602.52100413398,29350.443667181673
1665,27969.09410847603,25600.157156413545,29350.44366787331
1666,27969.094108129113,25600.1571456604,29350.443667748543
1667,27969.094109074522,25586.08692958788,29350.4436675615
1668,27965.872909478407,25586.0860833111,29350.44366732632
1669,27783.92713004716,25583.060153716433,29263.905130849715
1671,27784.964672287395,25556.762597716246,29263.905130344836
1670,27784.964672336857,25583.06052255064,29263.90513072462
1672,27784.96467228737,25556.762594848187,29263.90513035246
1673,27784.9646724344,25556.762597124238,29263.905130624706
1674,27784.9646724345,25556.7625768687,29263.90513062218
1675,27784.9646724345,25556.762577022775,29263.9051306221
1677,28097.712369663946,25563.345890033514,27081.585174966232
1676,28097.712369371096,25563.345891913355,29406.417730510817
1678,28097.84112557319,25563.89709840169,27081.58517562825
1679,28097.841125817497,25563.897098760077,27081.585176093533
1680,19478.167606353127,25549.001926484274,27081.585175932203
1681,19478.16758276627,25549.001929731403,27081.58517547867
1682,19478.167585508356,25549.00191664869,27081.585174577354
1683,19478.167578321903,25549.001909177336,27081.585162631476
1684,19478.825175481907,25549.42605181852,27081.58516728569
1685,19478.20072669173,25549.07245760336,27081.58516280926
1686,21312.5839110126,25552.422133010372,27334.778838441147
1687,21312.584026079407,5359.633171837745,27334.778838367944
1688,21312.584017300025,5359.633140295769,27334.778826893886
1690,21312.58401489403,5359.633197225914,27334.778824874636
1689,21312.583885619693,5359.633219601088,27334.77882689383
1691,21312.58387874601,5359.633219249915,27334.778824891207
1692,21312.58387537054,5637.504546343014,27334.778824706664
1693,21312.58408172263,5391.116073631461,27334.778824754205
1694,21311.691871097057,5391.086919408048,27334.7788241608
1695,21312.018948548728,5391.100095996993,27334.77882473427
1697,21312.019080587335,5391.100123644276,28239.804924568554
1696,21312.01897203264,5391.100127799397,27334.778824837627
1698,21312.01899238725,5391.100113408629,28239.80492468196
1699,21102.595816163594,5391.087865226794,28239.804917904577
1700,21102.59586679771,5391.087884746399,28239.80491055605
1701,21102.595685624354,5391.0878559592875,28239.804911842606
1702,21081.62532966513,5391.085869793998,28239.804906712783
1703,21081.625439595235,5391.08579696305,28239.804911355186
1704,21081.625616813944,25449.27535787688,28239.804909765415
1705,21081.625352995594,25472.760657152558,28239.804910828105
1706,21082.33598256526,25472.86567451628,28239.804910810755
1707,21082.335931067508,25242.507034458285,28239.804910624407
1709,21082.336180590333,24813.9557104478,28239.80491764978
1710,21082.336180590333,24813.9557104478,28239.80491764978
1708,21082.335989215226,24813.95566376888,28239.804917672856
1711,26063.338801759266,28965.699674502805,29605.438659235286
1713,28853.30292925366,28967.663467012993,29605.43865870518
1712,26060.863133189934,28965.699255507876,29605.43865923224
1714,28853.302929489648,28967.663467517348,29605.438658700077
1715,28853.302929489633,28967.66346751734,29605.43865871366
1716,28845.25560914133,28966.251020695916,29597.10806353499
1717,28817.685320184497,28966.135084406484,29597.10806333126
1718,28817.685320184304,28966.135084406524,29597.10806333107
1719,28817.685320184297,28966.135084406542,29597.108063325166
1720,28817.68532078952,28767.709098686424,29597.108063307533
1721,28817.685320789686,28767.709098686515,29597.108063299762
1722,28817.685320789737,28767.709098686486,29597.108063295695
1723,28817.68531950687,26570.694253689224,29597.10806380991
1724,28817.68531950687,26570.69425368924,29597.10806380991
1725,28783.264143540226,26566.10710562735,29568.58473592864
1726,28783.26414354524,26566.107104680876,29568.584735914308
1727,28783.2641433522,26563.61443037408,29568.58473578706
1728,28783.261998842572,26563.611228896858,29568.584735736607
1730,28801.237663718042,26563.67615386316,29568.584736108198
1729,28801.237663719057,26563.676153111133,29568.584736102588
1732,28801.237667957328,26544.61905830327,29568.58473606898
1731,28801.23766337457,26544.61906671837,29568.584736135577
1733,28801.2376683355,26544.61906940348,29377.88182603163
1734,28801.237668484253,26337.025407953533,29377.881825707536
1736,28801.237668437898,27215.61294152052,29377.88182622568
1735,28801.237668192378,27215.612942587737,29377.881826233104
1737,28801.237668467773,27215.612941631098,29377.8818261977
1738,28801.237668467777,27215.612941948224,29377.881826221037
1739,28801.237668459984,27215.61294132242,29377.88182621141
1740,28801.237668464717,27215.612941941632,29377.881826230485
1741,28801.237668724105,27383.478392020603,29377.88182502437
1744,28801.23766843746,27303.19585937386,29377.881826190438
1742,28801.2376684309,27377.281796497886,29377.881825349577
1743,28801.237668435675,27377.2817952525,29377.88182539025
1745,28801.23766860948,27303.195860089276,29377.881826187666
1747,28801.237668460853,27312.230635189837,29377.881826250254
1746,28801.237668609472,27303.1958600893,29377.881826186345
1748,28801.237668460773,27312.230635179443,29377.881826222092
1749,28801.236894510483,27312.20491783585,29377.881826587713
1750,29121.961790576774,27328.512260927797,29377.881827174464
1751,29079.643375733365,27320.100845273842,29335.851339402805
1752,29079.64337485261,27320.100845146957,29335.851339390472
1753,29079.657322755862,27320.10220026895,29335.85133942776
1754,29071.3561749344,27319.972354951387,29335.8513394166
1755,29071.3561749344,27319.972354951387,29335.8513394166
1756,29071.356175946785,27319.972356013757,29335.8513394317
1757,29071.35617596914,27319.972355896225,29288.535555583276
1758,29016.475865934714,27311.43528487864,29228.425041785136
1759,29016.475866000175,27323.566482411457,29228.42504150433
1760,29016.475866000263,27323.566482554474,29228.425041468472
1761,29016.47586608636,27100.080718981997,29228.425041629016
1762,28922.547215891413,27091.078390633396,29093.888333488976
1764,28922.53173228408,27062.964995999646,29093.88833157805
1763,28922.531732454314,27090.992383060802,29093.888333394352
1765,28917.27387317211,27032.605634907155,29093.88833231954
1767,28919.599554693992,27032.8557668595,29093.888331959686
1766,28917.273873172137,27032.605634903848,29093.888332405073
1769,28919.756151139736,27034.085151212155,29093.888332190363
1768,28919.599555410972,27032.8557714781,29093.88833204477
1770,28743.9297485721,28642.374980956334,29389.84038640882
1771,28743.929748644216,28721.67293782843,29389.840386570377
1772,28743.92974864126,28721.672937835912,29389.84038655059
1773,28743.92974864126,28721.672937835912,29389.84038655059
1774,28743.92974876785,28754.028816810947,29389.84038589202
1777,28750.61909089736,28894.264626487926,29389.84038689597
1776,28750.61909090355,28894.26462648795,29389.84038691213
1775,28750.619090845164,28754.037273512753,29389.84038583102
1778,29058.9824928913,29002.227411438602,29389.840385765892
1779,29058.98249289173,29002.22741143866,29389.8403857175
1780,29058.98249289173,29002.227411438646,29389.840385738607
1781,29058.982492891617,29002.227411438675,29389.840385739273
1782,29058.982492891177,29002.227411438646,29389.84038579913
1783,29047.18209227368,29002.22463499714,29389.840386695672
1786,29098.153269016933,29012.985411809816,29468.8503470191
1784,29098.153266251946,29012.985408521097,29468.850347212447
1785,29098.153268973085,29012.985411911897,29468.850347069732
1787,29098.153268979677,28202.753935271605,29468.85034704053
1788,29098.15326911766,28131.241583323816,29468.850347092397
1790,29112.376162999553,28215.01411125027,29487.2535099772
1789,29112.376163220244,28133.951110878792,29487.253510585673
1792,29081.920995910434,28213.04499968794,29446.205856842826
1793,29081.920995910434,28213.04499968794,29446.205856856606
1791,29112.403761440666,28215.01451566911,29487.253510003455
1794,29081.92099591045,28213.04499969737,29446.205856862183
1796,29081.974038651155,28213.045679810795,29446.20585689618
1795,29081.920995910412,28213.04499956271,29446.205856816952
1797,29081.97403865336,28213.04567932294,29446.205856863824
1798,29081.97403865432,28213.04567924486,29446.205856858636
1799,29081.974038654313,28213.045679244853,29446.205856858614
1800,29081.97403865429,28213.04567924509,29446.20585685865
1801,29083.407856757905,28213.04599231187,29446.205856836677
1802,29083.26261751845,28213.0445450278,29446.205856825207
1805,29059.816208817865,28212.716644543165,26215.565838594997
1804,29059.816209436496,28212.71664273696,26215.565845069978
1803,29059.816209592,28212.716630926407,29446.205857073808
1806,29059.651149447986,28212.715722039524,26215.565838398426
1807,29050.551049045658,28212.715692367274,26215.5658388345
1808,29050.53980562721,28212.71521947848,26215.565839231305
1809,29050.539808086793,28132.370548297913,26215.565837261092
1811,29050.53980808681,28132.370548296796,27830.971952009884
1812,29050.53980808681,28132.370548299612,27830.971952010084
1810,29050.539808086814,28132.37054829794,26215.565844257275
1813,29050.53980808684,28132.370548299616,27830.971952010063
1815,29050.5398055927,28092.60119782028,27830.971952955624
1814,29050.539808508758,28144.053498672278,27830.971952028052
1816,29050.539810424743,28092.601197691136,27830.97195269364
1817,29050.539810427534,28092.601207698026,27830.97195277924
1818,29050.539810426602,28092.601200778798,27830.97195260819
1819,29104.695764581305,28099.52937929322,28002.93348709015
1820,29104.700119376073,28099.529706375517,28002.93348740889
1821,29104.70011937632,28099.529706690613,28002.933487304195
1822,29104.700119183883,28091.03734054276,28002.93348665923
1825,28409.17330672009,28532.301549874523,28002.933487630715
1823,29104.70011954972,28715.905142772666,28002.933473983816
1824,29104.700120057438,28532.30419138794,28002.93348269076
1826,28409.173306849647,28533.0138018308,28002.933487732982
1828,28465.54041377669,28536.58223531743,28084.629459790056
1827,28465.54041364586,28536.582235577916,28084.62945981033
1829,591.9608915376693,26816.24761859512,29368.427158468592
1831,591.9608915473358,26667.46103523519,29368.427159147694
1833,591.8823676265076,26667.449191549073,29368.427159145256
1832,591.9608915462452,26667.461035221746,29368.427159151535
1830,591.9608914886041,26667.46103253028,29368.427158732833
1834,591.8823676283148,26667.449182954013,29368.427159170067
1835,631.4727356092923,26668.9860039666,29479.916300590077
1837,631.4727355613684,26782.35969150778,29479.916301044996
1836,631.4727355613671,26782.359689961257,29479.9163010532
1838,631.4727355613684,26782.35969150778,29479.916301044996
1839,631.472735411771,26761.87045528069,29479.916300297096
1842,631.6194540441977,26762.397777473478,29479.916300803037
1840,631.472735559731,26761.870443152155,29479.916300597113
1841,631.472735559731,26761.870443152155,29479.916300597113
1843,631.6194540441361,26762.397776524598,29479.916300815417
1846,631.6194540381481,26686.168195853694,29461.66775117956
1845,631.6194540292558,26686.168194754966,29461.667751167995
1847,631.6148570353519,26686.16270403235,29461.667751460216
1844,631.6194540993042,26762.397785029352,29461.667751136523
1848,631.6148570314583,26686.162703707534,29461.66775146622
1850,631.6148570288619,28231.88897448581,29461.66775169124
1849,631.6148570304456,26673.119979581126,29461.667751866356
1851,631.6148570248802,28231.888979161093,29461.66775166576
1852,631.6148569997534,28231.88897668757,29461.667751658104
1854,631.6148570339924,28231.888983034245,29461.667751671084
1853,631.6148569997538,28231.888976687573,29461.667751658104
1855,631.5909423085579,28231.863830477436,29461.66775168758
1856,631.5909423085534,28231.863830477418,29461.667751687582
1859,26908.2210618849,28333.416507569586,29461.667751345056
1857,26908.221022017155,28333.416507590166,29461.66775133738
1858,26908.221063080906,28333.416507569025,29461.667751361972
1860,26908.22106152676,28333.416507568723,29461.66775134533
1861,26908.31387226835,28333.41657536273,29461.667751317484
1862,26908.31387142622,28333.416581254824,29461.667751326815
1863,26908.31387008111,28303.087104035545,29461.667751480567
1864,26907.051833982478,28303.087103452006,29461.66775149404
1866,26907.05183518395,28303.087103522415,29461.667751514113
1865,26907.051834809085,28303.087103525817,29461.667751486257
1867,26907.05183274251,28190.19023104756,29461.66775089885
1870,26928.759165875694,28191.249566331608,29256.42037962719
1868,26928.759179751032,28191.249570431628,29461.667751407767
1869,26928.75916950487,28191.249564448084,29461.66775111021
1871,26928.75916080409,28454.831311681774,29256.420378761053
1872,26928.759165627867,28986.750534860243,29256.420379467083
1873,26928.759166455824,28986.750534861407,29256.42037951172
1874,28776.861056078655,28986.891611873027,29256.420380784868
1875,28815.572259764827,28986.895379644688,29256.420381053038
